noisy_path,clean_path,noise_type,bucket,snr_db,split
data/processed/test/6241-66616-0020__2-135649-A-45__neg5db__noisy.wav,data/processed/test/6241-66616-0020__2-135649-A-45__neg5db__clean.wav,2-135649-A-45,stationary,-5,test
data/processed/test/1919-142785-0030__5-170338-B-41__neg5db__noisy.wav,data/processed/test/1919-142785-0030__5-170338-B-41__neg5db__clean.wav,5-170338-B-41,stationary,-5,test
data/processed/test/6345-93306-0022__3-138212-A-45__neg5db__noisy.wav,data/processed/test/6345-93306-0022__3-138212-A-45__neg5db__clean.wav,3-138212-A-45,stationary,-5,test
data/processed/test/1919-142785-0024__0 (1)__0db__noisy.wav,data/processed/test/1919-142785-0024__0 (1)__0db__clean.wav,0 (1),impulsive,0,test
data/processed/test/1919-142785-0053__5-170338-A-41__10db__noisy.wav,data/processed/test/1919-142785-0053__5-170338-A-41__10db__clean.wav,5-170338-A-41,stationary,10,test
data/processed/test/6345-64257-0001__2-72688-A-42__neg5db__noisy.wav,data/processed/test/6345-64257-0001__2-72688-A-42__neg5db__clean.wav,2-72688-A-42,stationary,-5,test
data/processed/test/1919-142785-0000__5-170338-B-41__0db__noisy.wav,data/processed/test/1919-142785-0000__5-170338-B-41__0db__clean.wav,5-170338-B-41,stationary,0,test
data/processed/test/2412-153954-0009__2-50668-A-41__5db__noisy.wav,data/processed/test/2412-153954-0009__2-50668-A-41__5db__clean.wav,2-50668-A-41,stationary,5,test
data/processed/test/6345-93302-0021__4-119647-B-48__10db__noisy.wav,data/processed/test/6345-93302-0021__4-119647-B-48__10db__clean.wav,4-119647-B-48,impulsive,10,test
data/processed/test/1919-142785-0046__5-197118-A-45__0db__noisy.wav,data/processed/test/1919-142785-0046__5-197118-A-45__0db__clean.wav,5-197118-A-45,stationary,0,test
data/processed/test/6345-93302-0006__3-51376-A-42__0db__noisy.wav,data/processed/test/6345-93302-0006__3-51376-A-42__0db__clean.wav,3-51376-A-42,stationary,0,test
data/processed/test/3752-4944-0047__2-37806-A-40__0db__noisy.wav,data/processed/test/3752-4944-0047__2-37806-A-40__0db__clean.wav,2-37806-A-40,stationary,0,test
data/processed/test/3752-4943-0012__0 (1)__0db__noisy.wav,data/processed/test/3752-4943-0012__0 (1)__0db__clean.wav,0 (1),impulsive,0,test
data/processed/test/6345-93302-0016__5-160614-C-48__0db__noisy.wav,data/processed/test/6345-93302-0016__5-160614-C-48__0db__clean.wav,5-160614-C-48,impulsive,0,test
data/processed/test/6345-93302-0012__2-135649-A-45__5db__noisy.wav,data/processed/test/6345-93302-0012__2-135649-A-45__5db__clean.wav,2-135649-A-45,stationary,5,test
data/processed/test/1919-142785-0024__1-54084-A-42__5db__noisy.wav,data/processed/test/1919-142785-0024__1-54084-A-42__5db__clean.wav,1-54084-A-42,stationary,5,test
data/processed/test/2412-153947-0009__2-106486-A-44__0db__noisy.wav,data/processed/test/2412-153947-0009__2-106486-A-44__0db__clean.wav,2-106486-A-44,stationary,0,test
data/processed/test/3752-4944-0015__3-154758-A-44__10db__noisy.wav,data/processed/test/3752-4944-0015__3-154758-A-44__10db__clean.wav,3-154758-A-44,stationary,10,test
data/processed/test/2412-153954-0020__5-251957-A-47__5db__noisy.wav,data/processed/test/2412-153954-0020__5-251957-A-47__5db__clean.wav,5-251957-A-47,stationary,5,test
data/processed/test/6241-61943-0024__4-201988-A-44__neg5db__noisy.wav,data/processed/test/6241-61943-0024__4-201988-A-44__neg5db__clean.wav,4-201988-A-44,stationary,-5,test
data/processed/test/1919-142785-0058__3-157492-A-45__5db__noisy.wav,data/processed/test/1919-142785-0058__3-157492-A-45__5db__clean.wav,3-157492-A-45,stationary,5,test
data/processed/test/6241-61946-0018__3-118658-A-41__neg5db__noisy.wav,data/processed/test/6241-61946-0018__3-118658-A-41__neg5db__clean.wav,3-118658-A-41,stationary,-5,test
data/processed/test/6313-66129-0032__2-135649-A-45__0db__noisy.wav,data/processed/test/6313-66129-0032__2-135649-A-45__0db__clean.wav,2-135649-A-45,stationary,0,test
data/processed/test/6313-66129-0023__5-170338-B-41__10db__noisy.wav,data/processed/test/6313-66129-0023__5-170338-B-41__10db__clean.wav,5-170338-B-41,stationary,10,test
data/processed/test/6345-93306-0017__3-157492-A-45__neg5db__noisy.wav,data/processed/test/6345-93306-0017__3-157492-A-45__neg5db__clean.wav,3-157492-A-45,stationary,-5,test
data/processed/test/3752-4944-0045__2-50668-A-41__neg5db__noisy.wav,data/processed/test/3752-4944-0045__2-50668-A-41__neg5db__clean.wav,2-50668-A-41,stationary,-5,test
data/processed/test/3752-4943-0028__3-68630-C-40__5db__noisy.wav,data/processed/test/3752-4943-0028__3-68630-C-40__5db__clean.wav,3-68630-C-40,stationary,5,test
data/processed/test/6241-61946-0011__854478__qubodup__120mm-mortar-shell-shot-2 (1)__neg5db__noisy.wav,data/processed/test/6241-61946-0011__854478__qubodup__120mm-mortar-shell-shot-2 (1)__neg5db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2 (1),impulsive,-5,test
data/processed/test/6313-66125-0020__2-78781-A-47__10db__noisy.wav,data/processed/test/6313-66125-0020__2-78781-A-47__10db__clean.wav,2-78781-A-47,stationary,10,test
data/processed/test/6313-66125-0013__2-122067-B-45__0db__noisy.wav,data/processed/test/6313-66125-0013__2-122067-B-45__0db__clean.wav,2-122067-B-45,stationary,0,test
data/processed/test/6313-66129-0025__2-188822-B-40__neg5db__noisy.wav,data/processed/test/6313-66129-0025__2-188822-B-40__neg5db__clean.wav,2-188822-B-40,stationary,-5,test
data/processed/test/1919-142785-0004__5-251957-A-47__0db__noisy.wav,data/processed/test/1919-142785-0004__5-251957-A-47__0db__clean.wav,5-251957-A-47,stationary,0,test
data/processed/test/3752-4944-0039__1-25781-A-48__neg5db__noisy.wav,data/processed/test/3752-4944-0039__1-25781-A-48__neg5db__clean.wav,1-25781-A-48,impulsive,-5,test
data/processed/test/1919-142785-0036__4-201988-A-44__neg5db__noisy.wav,data/processed/test/1919-142785-0036__4-201988-A-44__neg5db__clean.wav,4-201988-A-44,stationary,-5,test
data/processed/test/6345-64257-0000__3-68630-B-40__10db__noisy.wav,data/processed/test/6345-64257-0000__3-68630-B-40__10db__clean.wav,3-68630-B-40,stationary,10,test
data/processed/test/1919-142785-0034__4-201988-A-44__10db__noisy.wav,data/processed/test/1919-142785-0034__4-201988-A-44__10db__clean.wav,4-201988-A-44,stationary,10,test
data/processed/test/3752-4943-0007__5-170338-B-41__0db__noisy.wav,data/processed/test/3752-4943-0007__5-170338-B-41__0db__clean.wav,5-170338-B-41,stationary,0,test
data/processed/test/1919-142785-0040__3-51909-B-42__neg5db__noisy.wav,data/processed/test/1919-142785-0040__3-51909-B-42__neg5db__clean.wav,3-51909-B-42,stationary,-5,test
data/processed/test/6345-93306-0013__4-201988-A-44__0db__noisy.wav,data/processed/test/6345-93306-0013__4-201988-A-44__0db__clean.wav,4-201988-A-44,stationary,0,test
data/processed/test/3752-4944-0013__5-170338-B-41__neg5db__noisy.wav,data/processed/test/3752-4944-0013__5-170338-B-41__neg5db__clean.wav,5-170338-B-41,stationary,-5,test
data/processed/test/6241-61946-0000__5-205898-A-40__0db__noisy.wav,data/processed/test/6241-61946-0000__5-205898-A-40__0db__clean.wav,5-205898-A-40,stationary,0,test
data/processed/test/3752-4944-0065__3-118658-A-41__10db__noisy.wav,data/processed/test/3752-4944-0065__3-118658-A-41__10db__clean.wav,3-118658-A-41,stationary,10,test
data/processed/test/3752-4944-0032__1-172649-E-40__neg5db__noisy.wav,data/processed/test/3752-4944-0032__1-172649-E-40__neg5db__clean.wav,1-172649-E-40,stationary,-5,test
data/processed/test/6345-93302-0006__2-106487-A-44__neg5db__noisy.wav,data/processed/test/6345-93302-0006__2-106487-A-44__neg5db__clean.wav,2-106487-A-44,stationary,-5,test
data/processed/test/2412-153948-0007__3-118658-A-41__5db__noisy.wav,data/processed/test/2412-153948-0007__3-118658-A-41__5db__clean.wav,3-118658-A-41,stationary,5,test
data/processed/test/3752-4943-0002__3-118658-A-41__neg5db__noisy.wav,data/processed/test/3752-4943-0002__3-118658-A-41__neg5db__clean.wav,3-118658-A-41,stationary,-5,test
data/processed/test/6345-93306-0019__5-251957-A-47__neg5db__noisy.wav,data/processed/test/6345-93306-0019__5-251957-A-47__neg5db__clean.wav,5-251957-A-47,stationary,-5,test
data/processed/test/3752-4943-0022__854478__qubodup__120mm-mortar-shell-shot-2__neg5db__noisy.wav,data/processed/test/3752-4943-0022__854478__qubodup__120mm-mortar-shell-shot-2__neg5db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2,impulsive,-5,test
data/processed/test/1919-142785-0020__2-106487-A-44__0db__noisy.wav,data/processed/test/1919-142785-0020__2-106487-A-44__0db__clean.wav,2-106487-A-44,stationary,0,test
data/processed/test/6241-61946-0022__854478__qubodup__120mm-mortar-shell-shot-2__10db__noisy.wav,data/processed/test/6241-61946-0022__854478__qubodup__120mm-mortar-shell-shot-2__10db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2,impulsive,10,test
data/processed/test/6241-66616-0004__4-119647-B-48__5db__noisy.wav,data/processed/test/6241-66616-0004__4-119647-B-48__5db__clean.wav,4-119647-B-48,impulsive,5,test
data/processed/test/6241-66616-0008__4-186938-A-44__neg5db__noisy.wav,data/processed/test/6241-66616-0008__4-186938-A-44__neg5db__clean.wav,4-186938-A-44,stationary,-5,test
data/processed/test/3752-4944-0020__2-188822-B-40__0db__noisy.wav,data/processed/test/3752-4944-0020__2-188822-B-40__0db__clean.wav,2-188822-B-40,stationary,0,test
data/processed/test/2412-153947-0005__3-51376-A-42__0db__noisy.wav,data/processed/test/2412-153947-0005__3-51376-A-42__0db__clean.wav,3-51376-A-42,stationary,0,test
data/processed/test/2412-153947-0007__2-106486-A-44__10db__noisy.wav,data/processed/test/2412-153947-0007__2-106486-A-44__10db__clean.wav,2-106486-A-44,stationary,10,test
data/processed/test/6241-61946-0019__3-154758-A-44__5db__noisy.wav,data/processed/test/6241-61946-0019__3-154758-A-44__5db__clean.wav,3-154758-A-44,stationary,5,test
data/processed/test/1919-142785-0013__2-78781-A-47__neg5db__noisy.wav,data/processed/test/1919-142785-0013__2-78781-A-47__neg5db__clean.wav,2-78781-A-47,stationary,-5,test
data/processed/test/6241-66616-0015__2-50668-A-41__neg5db__noisy.wav,data/processed/test/6241-66616-0015__2-50668-A-41__neg5db__clean.wav,2-50668-A-41,stationary,-5,test
data/processed/test/1919-142785-0036__4-186938-A-44__neg5db__noisy.wav,data/processed/test/1919-142785-0036__4-186938-A-44__neg5db__clean.wav,4-186938-A-44,stationary,-5,test
data/processed/test/2412-153954-0009__4-201988-A-44__0db__noisy.wav,data/processed/test/2412-153954-0009__4-201988-A-44__0db__clean.wav,4-201988-A-44,stationary,0,test
data/processed/test/3752-4944-0011__1-25781-A-48__0db__noisy.wav,data/processed/test/3752-4944-0011__1-25781-A-48__0db__clean.wav,1-25781-A-48,impulsive,0,test
data/processed/test/3752-4944-0029__3-118658-A-41__neg5db__noisy.wav,data/processed/test/3752-4944-0029__3-118658-A-41__neg5db__clean.wav,3-118658-A-41,stationary,-5,test
data/processed/test/3752-4944-0027__563015__florianreichelt__a-loud-gunshot-in-the-woods__0db__noisy.wav,data/processed/test/3752-4944-0027__563015__florianreichelt__a-loud-gunshot-in-the-woods__0db__clean.wav,563015__florianreichelt__a-loud-gunshot-in-the-woods,impulsive,0,test
data/processed/test/1919-142785-0029__5-209992-B-44__5db__noisy.wav,data/processed/test/1919-142785-0029__5-209992-B-44__5db__clean.wav,5-209992-B-44,stationary,5,test
data/processed/test/3752-4944-0008__3-51376-A-42__10db__noisy.wav,data/processed/test/3752-4944-0008__3-51376-A-42__10db__clean.wav,3-51376-A-42,stationary,10,test
data/processed/test/2412-153954-0010__5-251962-A-47__5db__noisy.wav,data/processed/test/2412-153954-0010__5-251962-A-47__5db__clean.wav,5-251962-A-47,stationary,5,test
data/processed/test/1919-142785-0055__5-251957-A-47__0db__noisy.wav,data/processed/test/1919-142785-0055__5-251957-A-47__0db__clean.wav,5-251957-A-47,stationary,0,test
data/processed/test/2412-153954-0010__2-107228-B-44__0db__noisy.wav,data/processed/test/2412-153954-0010__2-107228-B-44__0db__clean.wav,2-107228-B-44,stationary,0,test
data/processed/test/6313-66125-0019__2-70052-A-42__0db__noisy.wav,data/processed/test/6313-66125-0019__2-70052-A-42__0db__clean.wav,2-70052-A-42,stationary,0,test
data/processed/test/6241-61943-0002__2-107228-B-44__neg5db__noisy.wav,data/processed/test/6241-61943-0002__2-107228-B-44__neg5db__clean.wav,2-107228-B-44,stationary,-5,test
data/processed/test/3752-4943-0029__5-209992-B-44__neg5db__noisy.wav,data/processed/test/3752-4943-0029__5-209992-B-44__neg5db__clean.wav,5-209992-B-44,stationary,-5,test
data/processed/test/6345-64257-0009__5-251962-A-47__10db__noisy.wav,data/processed/test/6345-64257-0009__5-251962-A-47__10db__clean.wav,5-251962-A-47,stationary,10,test
data/processed/test/6345-64257-0005__1-25781-A-48__0db__noisy.wav,data/processed/test/6345-64257-0005__1-25781-A-48__0db__clean.wav,1-25781-A-48,impulsive,0,test
data/processed/test/6313-66129-0017__854478__qubodup__120mm-mortar-shell-shot-2__0db__noisy.wav,data/processed/test/6313-66129-0017__854478__qubodup__120mm-mortar-shell-shot-2__0db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2,impulsive,0,test
data/processed/test/2412-153954-0010__1-172649-E-40__0db__noisy.wav,data/processed/test/2412-153954-0010__1-172649-E-40__0db__clean.wav,1-172649-E-40,stationary,0,test
data/processed/test/2412-153954-0021__5-240671-A-44__10db__noisy.wav,data/processed/test/2412-153954-0021__5-240671-A-44__10db__clean.wav,5-240671-A-44,stationary,10,test
data/processed/test/2412-153948-0005__2-106486-A-44__10db__noisy.wav,data/processed/test/2412-153948-0005__2-106486-A-44__10db__clean.wav,2-106486-A-44,stationary,10,test
data/processed/test/3752-4943-0010__5-209992-B-44__5db__noisy.wav,data/processed/test/3752-4943-0010__5-209992-B-44__5db__clean.wav,5-209992-B-44,stationary,5,test
data/processed/test/6241-66616-0018__2-107228-B-44__0db__noisy.wav,data/processed/test/6241-66616-0018__2-107228-B-44__0db__clean.wav,2-107228-B-44,stationary,0,test
data/processed/test/6241-61946-0023__3-118658-A-41__neg5db__noisy.wav,data/processed/test/6241-61946-0023__3-118658-A-41__neg5db__clean.wav,3-118658-A-41,stationary,-5,test
data/processed/test/6345-93302-0025__1-54084-A-42__neg5db__noisy.wav,data/processed/test/6345-93302-0025__1-54084-A-42__neg5db__clean.wav,1-54084-A-42,stationary,-5,test
data/processed/test/2412-153954-0000__3-68630-C-40__0db__noisy.wav,data/processed/test/2412-153954-0000__3-68630-C-40__0db__clean.wav,3-68630-C-40,stationary,0,test
data/processed/test/6313-66129-0033__4-251959-A-47__neg5db__noisy.wav,data/processed/test/6313-66129-0033__4-251959-A-47__neg5db__clean.wav,4-251959-A-47,stationary,-5,test
data/processed/test/2412-153954-0001__4-201988-A-44__0db__noisy.wav,data/processed/test/2412-153954-0001__4-201988-A-44__0db__clean.wav,4-201988-A-44,stationary,0,test
data/processed/test/1919-142785-0056__2-135649-A-45__0db__noisy.wav,data/processed/test/1919-142785-0056__2-135649-A-45__0db__clean.wav,2-135649-A-45,stationary,0,test
data/processed/test/6313-66129-0027__3-138212-A-45__0db__noisy.wav,data/processed/test/6313-66129-0027__3-138212-A-45__0db__clean.wav,3-138212-A-45,stationary,0,test
data/processed/test/2412-153954-0014__2-188822-B-40__5db__noisy.wav,data/processed/test/2412-153954-0014__2-188822-B-40__5db__clean.wav,2-188822-B-40,stationary,5,test
data/processed/test/6345-64257-0006__1-172649-E-40__10db__noisy.wav,data/processed/test/6345-64257-0006__1-172649-E-40__10db__clean.wav,1-172649-E-40,stationary,10,test
data/processed/test/3752-4944-0026__2-107228-B-44__neg5db__noisy.wav,data/processed/test/3752-4944-0026__2-107228-B-44__neg5db__clean.wav,2-107228-B-44,stationary,-5,test
data/processed/test/2412-153948-0000__4-119647-B-48__10db__noisy.wav,data/processed/test/2412-153948-0000__4-119647-B-48__10db__clean.wav,4-119647-B-48,impulsive,10,test
data/processed/test/6313-66125-0013__2-78781-A-47__0db__noisy.wav,data/processed/test/6313-66125-0013__2-78781-A-47__0db__clean.wav,2-78781-A-47,stationary,0,test
data/processed/test/2412-153948-0004__4-251959-A-47__10db__noisy.wav,data/processed/test/2412-153948-0004__4-251959-A-47__10db__clean.wav,4-251959-A-47,stationary,10,test
data/processed/test/6241-61946-0012__2-106486-A-44__10db__noisy.wav,data/processed/test/6241-61946-0012__2-106486-A-44__10db__clean.wav,2-106486-A-44,stationary,10,test
data/processed/test/3752-4943-0021__5-160614-C-48__0db__noisy.wav,data/processed/test/3752-4943-0021__5-160614-C-48__0db__clean.wav,5-160614-C-48,impulsive,0,test
data/processed/test/1919-142785-0018__3-51376-A-42__10db__noisy.wav,data/processed/test/1919-142785-0018__3-51376-A-42__10db__clean.wav,3-51376-A-42,stationary,10,test
data/processed/test/6313-66125-0021__1-172649-E-40__0db__noisy.wav,data/processed/test/6313-66125-0021__1-172649-E-40__0db__clean.wav,1-172649-E-40,stationary,0,test
data/processed/test/2412-153948-0015__2-70052-A-42__10db__noisy.wav,data/processed/test/2412-153948-0015__2-70052-A-42__10db__clean.wav,2-70052-A-42,stationary,10,test
data/processed/test/6345-93306-0021__2-106486-A-44__5db__noisy.wav,data/processed/test/6345-93306-0021__2-106486-A-44__5db__clean.wav,2-106486-A-44,stationary,5,test
data/processed/test/2412-153954-0020__2-37806-A-40__neg5db__noisy.wav,data/processed/test/2412-153954-0020__2-37806-A-40__neg5db__clean.wav,2-37806-A-40,stationary,-5,test
data/processed/test/6345-64257-0012__3-51909-B-42__10db__noisy.wav,data/processed/test/6345-64257-0012__3-51909-B-42__10db__clean.wav,3-51909-B-42,stationary,10,test
data/processed/test/6241-66616-0005__3-51731-B-42__5db__noisy.wav,data/processed/test/6241-66616-0005__3-51731-B-42__5db__clean.wav,3-51731-B-42,stationary,5,test
data/processed/test/6241-66616-0010__2-106486-A-44__10db__noisy.wav,data/processed/test/6241-66616-0010__2-106486-A-44__10db__clean.wav,2-106486-A-44,stationary,10,test
data/processed/test/1919-142785-0013__4-201988-A-44__5db__noisy.wav,data/processed/test/1919-142785-0013__4-201988-A-44__5db__clean.wav,4-201988-A-44,stationary,5,test
data/processed/test/6241-66616-0016__2-106486-A-44__0db__noisy.wav,data/processed/test/6241-66616-0016__2-106486-A-44__0db__clean.wav,2-106486-A-44,stationary,0,test
data/processed/test/6313-66125-0025__3-154758-A-44__neg5db__noisy.wav,data/processed/test/6313-66125-0025__3-154758-A-44__neg5db__clean.wav,3-154758-A-44,stationary,-5,test
data/processed/test/3752-4943-0026__563015__florianreichelt__a-loud-gunshot-in-the-woods__10db__noisy.wav,data/processed/test/3752-4943-0026__563015__florianreichelt__a-loud-gunshot-in-the-woods__10db__clean.wav,563015__florianreichelt__a-loud-gunshot-in-the-woods,impulsive,10,test
data/processed/test/2412-153947-0010__4-201988-A-44__10db__noisy.wav,data/processed/test/2412-153947-0010__4-201988-A-44__10db__clean.wav,4-201988-A-44,stationary,10,test
data/processed/test/6313-66129-0027__5-197118-A-45__neg5db__noisy.wav,data/processed/test/6313-66129-0027__5-197118-A-45__neg5db__clean.wav,5-197118-A-45,stationary,-5,test
data/processed/test/3752-4944-0057__2-107228-B-44__neg5db__noisy.wav,data/processed/test/3752-4944-0057__2-107228-B-44__neg5db__clean.wav,2-107228-B-44,stationary,-5,test
data/processed/test/6313-66129-0012__5-160614-C-48__5db__noisy.wav,data/processed/test/6313-66129-0012__5-160614-C-48__5db__clean.wav,5-160614-C-48,impulsive,5,test
data/processed/test/6313-66129-0002__2-50668-A-41__5db__noisy.wav,data/processed/test/6313-66129-0002__2-50668-A-41__5db__clean.wav,2-50668-A-41,stationary,5,test
data/processed/test/6345-93306-0021__5-205898-A-40__neg5db__noisy.wav,data/processed/test/6345-93306-0021__5-205898-A-40__neg5db__clean.wav,5-205898-A-40,stationary,-5,test
data/processed/test/6241-66616-0025__2-106487-A-44__0db__noisy.wav,data/processed/test/6241-66616-0025__2-106487-A-44__0db__clean.wav,2-106487-A-44,stationary,0,test
data/processed/test/6241-66616-0009__3-138212-A-45__0db__noisy.wav,data/processed/test/6241-66616-0009__3-138212-A-45__0db__clean.wav,3-138212-A-45,stationary,0,test
data/processed/test/2412-153954-0018__2-37806-A-40__neg5db__noisy.wav,data/processed/test/2412-153954-0018__2-37806-A-40__neg5db__clean.wav,2-37806-A-40,stationary,-5,test
data/processed/test/1919-142785-0047__5-170338-B-41__neg5db__noisy.wav,data/processed/test/1919-142785-0047__5-170338-B-41__neg5db__clean.wav,5-170338-B-41,stationary,-5,test
data/processed/test/6313-76958-0005__5-170338-A-41__5db__noisy.wav,data/processed/test/6313-76958-0005__5-170338-A-41__5db__clean.wav,5-170338-A-41,stationary,5,test
data/processed/test/6345-93306-0004__0 (1)__5db__noisy.wav,data/processed/test/6345-93306-0004__0 (1)__5db__clean.wav,0 (1),impulsive,5,test
data/processed/test/6345-64257-0003__1-25781-A-48__0db__noisy.wav,data/processed/test/6345-64257-0003__1-25781-A-48__0db__clean.wav,1-25781-A-48,impulsive,0,test
data/processed/test/6345-93306-0015__3-51376-A-42__10db__noisy.wav,data/processed/test/6345-93306-0015__3-51376-A-42__10db__clean.wav,3-51376-A-42,stationary,10,test
data/processed/test/3752-4944-0022__5-170338-B-41__0db__noisy.wav,data/processed/test/3752-4944-0022__5-170338-B-41__0db__clean.wav,5-170338-B-41,stationary,0,test
data/processed/test/6241-61943-0025__3-118658-A-41__0db__noisy.wav,data/processed/test/6241-61943-0025__3-118658-A-41__0db__clean.wav,3-118658-A-41,stationary,0,test
data/processed/test/1919-142785-0027__854478__qubodup__120mm-mortar-shell-shot-2 (1)__0db__noisy.wav,data/processed/test/1919-142785-0027__854478__qubodup__120mm-mortar-shell-shot-2 (1)__0db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2 (1),impulsive,0,test
data/processed/test/2412-153954-0017__3-68630-B-40__10db__noisy.wav,data/processed/test/2412-153954-0017__3-68630-B-40__10db__clean.wav,3-68630-B-40,stationary,10,test
data/processed/test/6345-64257-0005__5-251957-A-47__5db__noisy.wav,data/processed/test/6345-64257-0005__5-251957-A-47__5db__clean.wav,5-251957-A-47,stationary,5,test
data/processed/test/1919-142785-0031__5-251957-A-47__10db__noisy.wav,data/processed/test/1919-142785-0031__5-251957-A-47__10db__clean.wav,5-251957-A-47,stationary,10,test
data/processed/test/6313-76958-0021__2-107228-B-44__0db__noisy.wav,data/processed/test/6313-76958-0021__2-107228-B-44__0db__clean.wav,2-107228-B-44,stationary,0,test
data/processed/test/2412-153954-0007__2-72688-A-42__5db__noisy.wav,data/processed/test/2412-153954-0007__2-72688-A-42__5db__clean.wav,2-72688-A-42,stationary,5,test
data/processed/test/3752-4944-0011__4-251959-A-47__0db__noisy.wav,data/processed/test/3752-4944-0011__4-251959-A-47__0db__clean.wav,4-251959-A-47,stationary,0,test
data/processed/test/6313-66129-0033__2-135649-A-45__0db__noisy.wav,data/processed/test/6313-66129-0033__2-135649-A-45__0db__clean.wav,2-135649-A-45,stationary,0,test
data/processed/test/6345-93306-0012__5-170338-A-41__5db__noisy.wav,data/processed/test/6345-93306-0012__5-170338-A-41__5db__clean.wav,5-170338-A-41,stationary,5,test
data/processed/test/6345-93306-0012__5-251962-A-47__0db__noisy.wav,data/processed/test/6345-93306-0012__5-251962-A-47__0db__clean.wav,5-251962-A-47,stationary,0,test
data/processed/test/6345-93302-0020__3-138212-A-45__10db__noisy.wav,data/processed/test/6345-93302-0020__3-138212-A-45__10db__clean.wav,3-138212-A-45,stationary,10,test
data/processed/test/3752-4944-0056__3-51731-B-42__0db__noisy.wav,data/processed/test/3752-4944-0056__3-51731-B-42__0db__clean.wav,3-51731-B-42,stationary,0,test
data/processed/test/6313-76958-0008__5-251962-A-47__5db__noisy.wav,data/processed/test/6313-76958-0008__5-251962-A-47__5db__clean.wav,5-251962-A-47,stationary,5,test
data/processed/test/6345-93306-0005__5-251962-A-47__neg5db__noisy.wav,data/processed/test/6345-93306-0005__5-251962-A-47__neg5db__clean.wav,5-251962-A-47,stationary,-5,test
data/processed/test/3752-4943-0023__1-172649-E-40__0db__noisy.wav,data/processed/test/3752-4943-0023__1-172649-E-40__0db__clean.wav,1-172649-E-40,stationary,0,test
data/processed/test/6313-76958-0008__3-68630-B-40__neg5db__noisy.wav,data/processed/test/6313-76958-0008__3-68630-B-40__neg5db__clean.wav,3-68630-B-40,stationary,-5,test
data/processed/test/6241-66616-0012__2-78781-A-47__neg5db__noisy.wav,data/processed/test/6241-66616-0012__2-78781-A-47__neg5db__clean.wav,2-78781-A-47,stationary,-5,test
data/processed/test/6345-64257-0010__4-201988-A-44__10db__noisy.wav,data/processed/test/6345-64257-0010__4-201988-A-44__10db__clean.wav,4-201988-A-44,stationary,10,test
data/processed/test/6313-76958-0015__5-251962-A-47__10db__noisy.wav,data/processed/test/6313-76958-0015__5-251962-A-47__10db__clean.wav,5-251962-A-47,stationary,10,test
data/processed/test/3752-4944-0023__2-70052-A-42__10db__noisy.wav,data/processed/test/3752-4944-0023__2-70052-A-42__10db__clean.wav,2-70052-A-42,stationary,10,test
data/processed/test/6241-61943-0004__854478__qubodup__120mm-mortar-shell-shot-2 (1)__10db__noisy.wav,data/processed/test/6241-61943-0004__854478__qubodup__120mm-mortar-shell-shot-2 (1)__10db__clean.wav,854478__qubodup__120mm-mortar-shell-shot-2 (1),impulsive,10,test
data/processed/test/2412-153947-0006__1-54084-A-42__5db__noisy.wav,data/processed/test/2412-153947-0006__1-54084-A-42__5db__clean.wav,1-54084-A-42,stationary,5,test
data/processed/test/6345-64257-0015__5-170338-A-41__5db__noisy.wav,data/processed/test/6345-64257-0015__5-170338-A-41__5db__clean.wav,5-170338-A-41,stationary,5,test
data/processed/test/6241-66616-0009__5-160614-C-48__0db__noisy.wav,data/processed/test/6241-66616-0009__5-160614-C-48__0db__clean.wav,5-160614-C-48,impulsive,0,test
data/processed/test/6313-66129-0011__2-188822-B-40__0db__noisy.wav,data/processed/test/6313-66129-0011__2-188822-B-40__0db__clean.wav,2-188822-B-40,stationary,0,test
data/processed/test/6241-61943-0027__1-54084-A-42__0db__noisy.wav,data/processed/test/6241-61943-0027__1-54084-A-42__0db__clean.wav,1-54084-A-42,stationary,0,test
data/processed/test/3752-4944-0063__4-175000-A-40__10db__noisy.wav,data/processed/test/3752-4944-0063__4-175000-A-40__10db__clean.wav,4-175000-A-40,stationary,10,test
data/processed/test/6345-64257-0015__5-240671-A-44__0db__noisy.wav,data/processed/test/6345-64257-0015__5-240671-A-44__0db__clean.wav,5-240671-A-44,stationary,0,test
data/processed/test/2412-153954-0011__3-51731-B-42__neg5db__noisy.wav,data/processed/test/2412-153954-0011__3-51731-B-42__neg5db__clean.wav,3-51731-B-42,stationary,-5,test
data/processed/test/6241-61946-0010__3-157492-A-45__neg5db__noisy.wav,data/processed/test/6241-61946-0010__3-157492-A-45__neg5db__clean.wav,3-157492-A-45,stationary,-5,test
data/processed/test/3752-4944-0057__2-106486-A-44__5db__noisy.wav,data/processed/test/3752-4944-0057__2-106486-A-44__5db__clean.wav,2-106486-A-44,stationary,5,test
data/processed/test/3752-4944-0037__2-106487-A-44__5db__noisy.wav,data/processed/test/3752-4944-0037__2-106487-A-44__5db__clean.wav,2-106487-A-44,stationary,5,test
data/processed/test/2412-153954-0009__2-37806-A-40__neg5db__noisy.wav,data/processed/test/2412-153954-0009__2-37806-A-40__neg5db__clean.wav,2-37806-A-40,stationary,-5,test
